Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział;per_capita;percapita_super_label
86/35;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KRAKOWIE;8382;86/35;total;8.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KRAKOWIE 8.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KRAKOWIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KRAKOWIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KRAKOWIE 0 zł
86/35;750;;Administracja publiczna;8382;86/35-750;86/35;8.4 MLN;Administracja publiczna 8.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KRAKOWIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/35;750;75016;Samorządowe kolegia odwoławcze;8382;86/35-750-75016;86/35-750;8.4 MLN;Samorządowe kolegia odwoławcze 8.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KRAKOWIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/37;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KROŚNIE;1873;86/37;total;1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KROŚNIE 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KROŚNIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KROŚNIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KROŚNIE 0 zł
86/37;750;;Administracja publiczna;1873;86/37-750;86/37;1.9 MLN;Administracja publiczna 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KROŚNIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/37;750;75016;Samorządowe kolegia odwoławcze;1873;86/37-750-75016;86/37-750;1.9 MLN;Samorządowe kolegia odwoławcze 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W KROŚNIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/39;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LEGNICY;2071;86/39;total;2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LEGNICY 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LEGNICY;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LEGNICY;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LEGNICY 0 zł
86/39;750;;Administracja publiczna;2071;86/39-750;86/39;2.1 MLN;Administracja publiczna 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LEGNICY;Administracja publiczna;0;Administracja publiczna 0 zł
86/39;750;75016;Samorządowe kolegia odwoławcze;2071;86/39-750-75016;86/39-750;2.1 MLN;Samorządowe kolegia odwoławcze 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LEGNICY;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/41;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LESZNIE;1888;86/41;total;1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LESZNIE 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LESZNIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LESZNIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LESZNIE 0 zł
86/41;750;;Administracja publiczna;1888;86/41-750;86/41;1.9 MLN;Administracja publiczna 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LESZNIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/41;750;75016;Samorządowe kolegia odwoławcze;1888;86/41-750-75016;86/41-750;1.9 MLN;Samorządowe kolegia odwoławcze 1.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LESZNIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/43;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LUBLINIE;4335;86/43;total;4.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LUBLINIE 4.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LUBLINIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LUBLINIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LUBLINIE 0 zł
86/43;750;;Administracja publiczna;4335;86/43-750;86/43;4.3 MLN;Administracja publiczna 4.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LUBLINIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/43;750;75016;Samorządowe kolegia odwoławcze;4335;86/43-750-75016;86/43-750;4.3 MLN;Samorządowe kolegia odwoławcze 4.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W LUBLINIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/45;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁOMŻY;1371;86/45;total;1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁOMŻY 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁOMŻY;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁOMŻY;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁOMŻY 0 zł
86/45;750;;Administracja publiczna;1371;86/45-750;86/45;1.4 MLN;Administracja publiczna 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁOMŻY;Administracja publiczna;0;Administracja publiczna 0 zł
86/45;750;75016;Samorządowe kolegia odwoławcze;1371;86/45-750-75016;86/45-750;1.4 MLN;Samorządowe kolegia odwoławcze 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁOMŻY;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/47;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁODZI;5663;86/47;total;5.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁODZI 5.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁODZI;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁODZI;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁODZI 0 zł
86/47;750;;Administracja publiczna;5663;86/47-750;86/47;5.7 MLN;Administracja publiczna 5.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁODZI;Administracja publiczna;0;Administracja publiczna 0 zł
86/47;750;75016;Samorządowe kolegia odwoławcze;5663;86/47-750-75016;86/47-750;5.7 MLN;Samorządowe kolegia odwoławcze 5.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W ŁODZI;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/49;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W NOWYM SĄCZU;2325;86/49;total;2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W NOWYM SĄCZU 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W NOWYM SĄCZU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W NOWYM SĄCZU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W NOWYM SĄCZU 0 zł
86/49;750;;Administracja publiczna;2325;86/49-750;86/49;2.3 MLN;Administracja publiczna 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W NOWYM SĄCZU;Administracja publiczna;0;Administracja publiczna 0 zł
86/49;750;75016;Samorządowe kolegia odwoławcze;2325;86/49-750-75016;86/49-750;2.3 MLN;Samorządowe kolegia odwoławcze 2.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W NOWYM SĄCZU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/51;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OLSZTYNIE;4670;86/51;total;4.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OLSZTYNIE 4.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OLSZTYNIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OLSZTYNIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OLSZTYNIE 0 zł
86/51;750;;Administracja publiczna;4670;86/51-750;86/51;4.7 MLN;Administracja publiczna 4.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OLSZTYNIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/51;750;75016;Samorządowe kolegia odwoławcze;4670;86/51-750-75016;86/51-750;4.7 MLN;Samorządowe kolegia odwoławcze 4.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OLSZTYNIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/53;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OPOLU;3253;86/53;total;3.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OPOLU 3.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OPOLU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OPOLU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OPOLU 0 zł
86/53;750;;Administracja publiczna;3253;86/53-750;86/53;3.3 MLN;Administracja publiczna 3.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OPOLU;Administracja publiczna;0;Administracja publiczna 0 zł
86/53;750;75016;Samorządowe kolegia odwoławcze;3253;86/53-750-75016;86/53-750;3.3 MLN;Samorządowe kolegia odwoławcze 3.3 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OPOLU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/55;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OSTROŁĘCE;1734;86/55;total;1.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OSTROŁĘCE 1.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OSTROŁĘCE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OSTROŁĘCE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OSTROŁĘCE 0 zł
86/55;750;;Administracja publiczna;1734;86/55-750;86/55;1.7 MLN;Administracja publiczna 1.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OSTROŁĘCE;Administracja publiczna;0;Administracja publiczna 0 zł
86/55;750;75016;Samorządowe kolegia odwoławcze;1734;86/55-750-75016;86/55-750;1.7 MLN;Samorządowe kolegia odwoławcze 1.7 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W OSTROŁĘCE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/57;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PILE;1826;86/57;total;1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PILE 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PILE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PILE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PILE 0 zł
86/57;750;;Administracja publiczna;1826;86/57-750;86/57;1.8 MLN;Administracja publiczna 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PILE;Administracja publiczna;0;Administracja publiczna 0 zł
86/57;750;75016;Samorządowe kolegia odwoławcze;1826;86/57-750-75016;86/57-750;1.8 MLN;Samorządowe kolegia odwoławcze 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PILE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/59;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PIOTRKOWIE TRYBUNALSKIM;2422;86/59;total;2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PIOTRKOWIE TRYBUNALSKIM 2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PIOTRKOWIE TRYBUNALSKIM;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PIOTRKOWIE TRYBUNALSKIM;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PIOTRKOWIE TRYBUNALSKIM 0 zł
86/59;750;;Administracja publiczna;2422;86/59-750;86/59;2.4 MLN;Administracja publiczna 2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PIOTRKOWIE TRYBUNALSKIM;Administracja publiczna;0;Administracja publiczna 0 zł
86/59;750;75016;Samorządowe kolegia odwoławcze;2422;86/59-750-75016;86/59-750;2.4 MLN;Samorządowe kolegia odwoławcze 2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PIOTRKOWIE TRYBUNALSKIM;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/61;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PŁOCKU;1753;86/61;total;1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PŁOCKU 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PŁOCKU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PŁOCKU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PŁOCKU 0 zł
86/61;750;;Administracja publiczna;1753;86/61-750;86/61;1.8 MLN;Administracja publiczna 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PŁOCKU;Administracja publiczna;0;Administracja publiczna 0 zł
86/61;750;75016;Samorządowe kolegia odwoławcze;1753;86/61-750-75016;86/61-750;1.8 MLN;Samorządowe kolegia odwoławcze 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PŁOCKU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/63;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W POZNANIU;5882;86/63;total;5.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W POZNANIU 5.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W POZNANIU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W POZNANIU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W POZNANIU 0 zł
86/63;750;;Administracja publiczna;5882;86/63-750;86/63;5.9 MLN;Administracja publiczna 5.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W POZNANIU;Administracja publiczna;0;Administracja publiczna 0 zł
86/63;750;75016;Samorządowe kolegia odwoławcze;5882;86/63-750-75016;86/63-750;5.9 MLN;Samorządowe kolegia odwoławcze 5.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W POZNANIU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/65;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PRZEMYŚLU;1846;86/65;total;1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PRZEMYŚLU 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PRZEMYŚLU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PRZEMYŚLU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PRZEMYŚLU 0 zł
86/65;750;;Administracja publiczna;1846;86/65-750;86/65;1.8 MLN;Administracja publiczna 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PRZEMYŚLU;Administracja publiczna;0;Administracja publiczna 0 zł
86/65;750;75016;Samorządowe kolegia odwoławcze;1846;86/65-750-75016;86/65-750;1.8 MLN;Samorządowe kolegia odwoławcze 1.8 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W PRZEMYŚLU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/67;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RADOMIU;2445;86/67;total;2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RADOMIU 2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RADOMIU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RADOMIU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RADOMIU 0 zł
86/67;750;;Administracja publiczna;2445;86/67-750;86/67;2.4 MLN;Administracja publiczna 2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RADOMIU;Administracja publiczna;0;Administracja publiczna 0 zł
86/67;750;75016;Samorządowe kolegia odwoławcze;2445;86/67-750-75016;86/67-750;2.4 MLN;Samorządowe kolegia odwoławcze 2.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RADOMIU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/69;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RZESZOWIE;3361;86/69;total;3.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RZESZOWIE 3.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RZESZOWIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RZESZOWIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RZESZOWIE 0 zł
86/69;750;;Administracja publiczna;3361;86/69-750;86/69;3.4 MLN;Administracja publiczna 3.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RZESZOWIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/69;750;75016;Samorządowe kolegia odwoławcze;3361;86/69-750-75016;86/69-750;3.4 MLN;Samorządowe kolegia odwoławcze 3.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W RZESZOWIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/71;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIEDLCACH;2243;86/71;total;2.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIEDLCACH 2.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIEDLCACH;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIEDLCACH;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIEDLCACH 0 zł
86/71;750;;Administracja publiczna;2243;86/71-750;86/71;2.2 MLN;Administracja publiczna 2.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIEDLCACH;Administracja publiczna;0;Administracja publiczna 0 zł
86/71;750;75016;Samorządowe kolegia odwoławcze;2243;86/71-750-75016;86/71-750;2.2 MLN;Samorządowe kolegia odwoławcze 2.2 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIEDLCACH;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/73;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIERADZU;1953;86/73;total;2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIERADZU 2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIERADZU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIERADZU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIERADZU 0 zł
86/73;750;;Administracja publiczna;1953;86/73-750;86/73;2.0 MLN;Administracja publiczna 2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIERADZU;Administracja publiczna;0;Administracja publiczna 0 zł
86/73;750;75016;Samorządowe kolegia odwoławcze;1953;86/73-750-75016;86/73-750;2.0 MLN;Samorządowe kolegia odwoławcze 2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SIERADZU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/75;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SKIERNIEWICACH;1406;86/75;total;1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SKIERNIEWICACH 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SKIERNIEWICACH;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SKIERNIEWICACH;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SKIERNIEWICACH 0 zł
86/75;750;;Administracja publiczna;1406;86/75-750;86/75;1.4 MLN;Administracja publiczna 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SKIERNIEWICACH;Administracja publiczna;0;Administracja publiczna 0 zł
86/75;750;75016;Samorządowe kolegia odwoławcze;1406;86/75-750-75016;86/75-750;1.4 MLN;Samorządowe kolegia odwoławcze 1.4 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SKIERNIEWICACH;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/77;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SŁUPSKU;2085;86/77;total;2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SŁUPSKU 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SŁUPSKU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SŁUPSKU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SŁUPSKU 0 zł
86/77;750;;Administracja publiczna;2085;86/77-750;86/77;2.1 MLN;Administracja publiczna 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SŁUPSKU;Administracja publiczna;0;Administracja publiczna 0 zł
86/77;750;75016;Samorządowe kolegia odwoławcze;2085;86/77-750-75016;86/77-750;2.1 MLN;Samorządowe kolegia odwoławcze 2.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SŁUPSKU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/79;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SUWAŁKACH;1547;86/79;total;1.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SUWAŁKACH 1.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SUWAŁKACH;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SUWAŁKACH;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SUWAŁKACH 0 zł
86/79;750;;Administracja publiczna;1547;86/79-750;86/79;1.5 MLN;Administracja publiczna 1.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SUWAŁKACH;Administracja publiczna;0;Administracja publiczna 0 zł
86/79;750;75016;Samorządowe kolegia odwoławcze;1547;86/79-750-75016;86/79-750;1.5 MLN;Samorządowe kolegia odwoławcze 1.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SUWAŁKACH;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/81;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SZCZECINIE;4107;86/81;total;4.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SZCZECINIE 4.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SZCZECINIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SZCZECINIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SZCZECINIE 0 zł
86/81;750;;Administracja publiczna;4107;86/81-750;86/81;4.1 MLN;Administracja publiczna 4.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SZCZECINIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/81;750;75016;Samorządowe kolegia odwoławcze;4107;86/81-750-75016;86/81-750;4.1 MLN;Samorządowe kolegia odwoławcze 4.1 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W SZCZECINIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/83;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOBRZEGU;2030;86/83;total;2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOBRZEGU 2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOBRZEGU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOBRZEGU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOBRZEGU 0 zł
86/83;750;;Administracja publiczna;2030;86/83-750;86/83;2.0 MLN;Administracja publiczna 2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOBRZEGU;Administracja publiczna;0;Administracja publiczna 0 zł
86/83;750;75016;Samorządowe kolegia odwoławcze;2030;86/83-750-75016;86/83-750;2.0 MLN;Samorządowe kolegia odwoławcze 2.0 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOBRZEGU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/85;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOWIE;2507;86/85;total;2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOWIE 2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOWIE;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOWIE;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOWIE 0 zł
86/85;750;;Administracja publiczna;2507;86/85-750;86/85;2.5 MLN;Administracja publiczna 2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOWIE;Administracja publiczna;0;Administracja publiczna 0 zł
86/85;750;75016;Samorządowe kolegia odwoławcze;2507;86/85-750-75016;86/85-750;2.5 MLN;Samorządowe kolegia odwoławcze 2.5 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TARNOWIE;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
86/87;;;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TORUNIU;2900;86/87;total;2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TORUNIU 2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TORUNIU;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TORUNIU;0;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TORUNIU 0 zł
86/87;750;;Administracja publiczna;2900;86/87-750;86/87;2.9 MLN;Administracja publiczna 2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TORUNIU;Administracja publiczna;0;Administracja publiczna 0 zł
86/87;750;75016;Samorządowe kolegia odwoławcze;2900;86/87-750-75016;86/87-750;2.9 MLN;Samorządowe kolegia odwoławcze 2.9 MLN;SAMORZĄDOWE KOLEGIUM ODWOŁAWCZE W TORUNIU;Administracja publiczna;0;Samorządowe kolegia odwoławcze 0 zł
